Airline ID,Flight Number,Departure Date/Time,Arrival Date/Time,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (Hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,flag_status
14,3066,2023-03-14 20:15:48,2023-09-28 22:54:06,03:38:20,13:00:37,Bjqq,Name_Sdrsd,Seatjwz,First,613.87,Extra Baggage,634,Confirmed,Gateun,D,Claimnjp,7.36,1,Locerp,Typejvu,Pilot_Zcbe,Crew_Zigk,Yes,Vegan,Not Available,True,False,True,0,No,0
10,9642,2023-02-22 22:20:40,2023-08-20 21:57:05,11:53:14,04:34:43,Bnqs,Name_Izbcm,Seatwei,First,864.04,No Extras,3880,Confirmed,Gateeg,B,Claimcqs,5.74,0,Locers,Typeuwz,Pilot_Zxjx,Crew_Crkn,Yes,Non-Vegetarian,Not Available,True,True,False,0,No,5
12,1897,2023-10-06 22:58:51,2023-09-14 04:22:26,13:22:01,05:30:26,Bzcd,Name_Tssie,Seatbpe,Economy,871.95,No Extras,0,Cancelled,Gateua,A,Claimzrn,1.66,1,Locfeh,Typeetg,Pilot_Zhxx,Crew_Pxho,Yes,No Meal,Not Available,False,True,True,2,No,2
6,6175,2023-06-04 21:50:03,2023-09-19 01:56:12,02:32:23,14:30:01,Bkpm,Name_Oifjx,Seathho,First,208.52,No Extras,4988,Pending,Gatevn,C,Claimnip,2.48,2,Loctaq,Typegaa,Pilot_Eruu,Crew_Biwa,No,Vegetarian,Not Available,False,False,True,0,Yes,4
12,9273,2023-10-24 04:13:45,2023-01-29 05:13:50,16:29:36,03:39:56,Brkk,Name_Amxqn,Seatzyr,Business,686.66,Extra Baggage,0,Confirmed,Gatehd,A,Claimrky,6.0,1,Loczvj,Typevyc,Pilot_Vhpf,Crew_Uqpa,No,Vegetarian,Available,True,True,False,2,Yes,3
14,9928,2023-11-11 23:30:47,2023-06-16 02:58:02,23:05:44,07:21:36,Bizy,Name_Ycmyh,Seatlpx,Business,557.37,Meal,2810,Cancelled,Gaterd,D,Claimjzm,7.48,1,Locoxs,Typexua,Pilot_Akhm,Crew_Qogw,Yes,No Meal,Not Available,True,False,False,0,Yes,2
2,5174,2023-03-19 09:54:51,2023-08-09 23:39:39,22:46:56,16:02:51,Bzwb,Name_Wawbb,Seatfcw,Economy,93.63,Extra Baggage,2670,Cancelled,Gatefo,C,Claimzzh,5.37,0,Loczyw,Typevtq,Pilot_Bojl,Crew_Dqrs,Yes,No Meal,Not Available,True,False,False,1,No,4
9,6781,2023-11-24 04:48:23,2023-04-29 12:20:11,19:24:54,03:05:59,Bcnp,Name_Yiakg,Seatrbz,Economy,226.09,No Extras,0,Cancelled,Gatexw,D,Claimplf,3.6,2,Locbzh,Typeocq,Pilot_Mesj,Crew_Hwqf,No,No Meal,Not Available,True,True,True,2,Yes,7
10,4944,2023-04-27 13:54:18,2023-07-12 08:32:36,22:25:45,07:43:00,Bhyp,Name_Ufqfp,Seatrcg,First,211.61,Meal,1178,Cancelled,Gatebk,C,Claimthe,10.27,0,Locrbp,Typedee,Pilot_Gens,Crew_Qtjz,No,No Meal,Not Available,False,True,True,2,No,4
17,7426,2023-01-12 22:16:33,2023-05-03 23:51:48,21:52:17,22:57:20,Bdid,Name_Adrba,Seatbvm,Economy,639.02,No Extras,3174,Pending,Gateyt,D,Claimioh,8.91,2,Loczaw,Typelox,Pilot_Bste,Crew_Ijhe,No,No Meal,Available,True,True,False,1,Yes,5
17,6435,2023-07-08 03:03:28,2023-04-23 11:24:25,19:04:37,23:18:40,Bmbw,Name_Gpmrg,Seathxt,Economy,199.75,No Extras,0,Confirmed,Gatelx,D,Claimfbx,10.93,1,Loctqy,Typeybl,Pilot_Hwmh,Crew_Eieo,No,Vegetarian,Not Available,False,False,True,0,Yes,2
3,3935,2023-10-12 10:05:44,2023-02-03 06:07:18,21:23:26,09:56:15,Byrx,Name_Rgdyq,Seatebq,Economy,339.16,Extra Baggage,877,Cancelled,Gatehi,B,Claimnjk,11.09,2,Locxwt,Typextf,Pilot_Emfw,Crew_Yqzy,No,Non-Vegetarian,Available,False,True,True,1,No,6
19,6833,2023-03-08 03:27:53,2023-11-10 03:33:12,04:35:55,03:52:46,Bvye,Name_Segwf,Seatpuo,First,152.65,No Extras,0,Confirmed,Gatenf,B,Claimhzw,8.21,2,Locybv,Typetri,Pilot_Okzr,Crew_Lslb,Yes,No Meal,Not Available,True,True,True,2,No,5
1,9088,2023-08-19 07:49:47,2023-07-21 06:29:59,15:00:05,14:54:14,Bquj,Name_Emled,Seatmpj,Business,108.19,No Extras,0,Pending,Gatecf,A,Claimlky,5.34,0,Locngw,Typezbq,Pilot_Xbki,Crew_Aloe,No,Non-Vegetarian,Not Available,True,True,True,0,No,7
12,1461,2023-06-21 14:08:03,2023-01-18 18:20:18,08:21:30,03:48:16,Bwwd,Name_Yhoyw,Seatydl,Business,997.41,No Extras,0,Cancelled,Gateyd,D,Claimkcj,6.24,0,Locixt,Typeklf,Pilot_Imcf,Crew_Iczw,Yes,Vegan,Available,True,True,False,0,No,7
7,1116,2023-12-15 09:20:40,2023-09-26 10:59:29,12:52:15,17:36:41,Bzfv,Name_Kekjb,Seatokk,Economy,426.32,Extra Baggage,0,Pending,Gateni,D,Claimicl,1.71,1,Locngs,Typejqq,Pilot_Icez,Crew_Clkd,No,No Meal,Not Available,False,True,True,2,Yes,2
4,6785,2023-09-03 13:54:02,2023-12-03 06:32:48,07:04:36,06:16:14,Bzjq,Name_Tvhuy,Seatqaz,Economy,526.62,Meal,266,Cancelled,Gatezd,C,Claimhfn,2.28,0,Locwjw,Typehmx,Pilot_Oyox,Crew_Jnyw,Yes,Vegetarian,Not Available,False,True,True,2,No,4
10,7507,2023-08-13 04:56:27,2023-06-24 12:29:18,17:59:35,12:32:50,Bege,Name_Tvdvz,Seatltr,Business,84.62,No Extras,0,Confirmed,Gaterc,B,Claimccy,3.87,0,Loctuf,Typefzt,Pilot_Seei,Crew_Vasu,No,Vegetarian,Available,False,False,False,0,Yes,6
13,6830,2023-04-05 03:44:58,2023-09-20 20:06:23,17:46:44,10:31:20,Bhay,Name_Pnchd,Seattcn,Economy,202.23,Meal,3686,Cancelled,Gatezk,D,Claimkmv,2.83,0,Loclyl,Typenqi,Pilot_Uedd,Crew_Laen,No,No Meal,Not Available,False,True,True,2,No,4
2,5561,2023-05-06 04:34:14,2023-08-31 20:12:31,17:21:13,23:14:11,Bbph,Name_Gzxib,Seatccq,Business,618.94,Meal,0,Cancelled,Gatepz,D,Claimnxc,2.28,0,Locwpe,Typewab,Pilot_Ycba,Crew_Fplk,No,Non-Vegetarian,Not Available,False,False,False,2,Yes,4
10,9127,2023-01-26 21:56:37,2023-01-01 17:25:45,20:41:09,14:15:29,Buzo,Name_Ciwgt,Seatgeg,Economy,430.26,Extra Baggage,0,Pending,Gatevu,C,Claimair,5.96,0,Loceuq,Typefja,Pilot_Rjbd,Crew_Jrgj,Yes,No Meal,Available,False,True,True,1,No,6
4,1659,2023-12-14 14:36:09,2023-03-24 23:11:17,11:11:45,18:38:36,Bwkp,Name_Oqlxz,Seatcyq,First,631.58,No Extras,0,Pending,Gatewc,C,Claimhwa,6.94,2,Loclwb,Typedtt,Pilot_Gcji,Crew_Xfng,Yes,Non-Vegetarian,Not Available,True,True,False,0,Yes,7
18,3122,2023-10-06 07:56:12,2023-08-05 09:59:24,21:00:50,16:12:17,Bgqx,Name_Ydqiu,Seatupy,First,344.59,No Extras,0,Cancelled,Gateje,C,Claimdup,10.01,2,Locdia,Typeujl,Pilot_Clsd,Crew_Zajy,No,Vegan,Available,True,True,False,0,Yes,7
5,2586,2023-05-22 04:19:36,2023-07-11 00:00:44,12:07:37,01:16:30,Bcod,Name_Fruqc,Seatryj,First,516.98,Extra Baggage,4414,Cancelled,Gateis,B,Claimkpw,6.64,1,Locaoh,Typexqu,Pilot_Eozf,Crew_Rgie,No,Non-Vegetarian,Not Available,False,False,False,1,Yes,0
19,5682,2023-10-19 23:03:37,2023-08-17 18:44:51,08:50:58,23:16:12,Bckb,Name_Qqyvm,Seatwgd,Business,915.01,Meal,0,Confirmed,Gateoz,B,Claimhfe,6.21,2,Locklu,Typelwi,Pilot_Yugj,Crew_Tqrr,No,No Meal,Not Available,True,False,True,1,No,6
2,7799,2023-11-14 08:33:23,2023-08-23 16:22:23,11:28:23,04:34:25,Bgzo,Name_Xouln,Seatcnf,First,635.99,Extra Baggage,0,Cancelled,Gatebd,B,Claimjkk,4.54,1,Locara,Typegdl,Pilot_Wamr,Crew_Fidk,No,No Meal,Available,True,True,True,1,Yes,3
12,9826,2023-05-30 03:34:37,2023-07-07 14:22:26,00:58:01,14:43:22,Bnug,Name_Onydp,Seataci,First,726.44,No Extras,0,Confirmed,Gatene,B,Claimdgb,9.84,2,Locowe,Typefxq,Pilot_Ipku,Crew_Dkgm,Yes,No Meal,Available,True,False,True,1,Yes,4
17,7987,2023-09-19 22:04:16,2023-01-20 01:35:06,17:27:21,19:02:28,Bqjr,Name_Zhvkz,Seatdev,First,929.02,Meal,0,Pending,Gatexw,A,Claimtnw,8.37,1,Locufw,Typeuqx,Pilot_Rfob,Crew_Hbpg,Yes,Vegan,Available,False,True,True,2,Yes,2
10,8975,2023-02-20 09:05:08,2023-09-03 04:00:26,02:12:11,01:28:21,Bnfv,Name_Uectj,Seatnxc,Economy,729.75,Meal,0,Confirmed,Gatery,A,Claimraz,2.97,2,Locakn,Typeppk,Pilot_Irmx,Crew_Buer,Yes,Vegan,Not Available,False,False,True,2,No,4
2,3882,2023-02-22 02:17:16,2023-03-25 04:04:49,15:11:34,14:03:27,Bsjq,Name_Eizce,Seatyhi,Economy,664.88,Meal,0,Confirmed,Gatelb,A,Claimqvv,6.84,1,Lockpy,Typertd,Pilot_Buyq,Crew_Vsok,Yes,Vegan,Available,True,False,True,2,Yes,0
6,6249,2023-12-05 09:18:13,2023-06-28 20:47:13,02:23:55,07:09:33,Bstq,Name_Pmkyq,Seatumw,Economy,860.81,Meal,0,Pending,Gatevs,C,Claimvbz,2.75,0,Locsyv,Typerxw,Pilot_Tcjj,Crew_Zosp,No,Non-Vegetarian,Not Available,True,False,True,0,Yes,6
8,3811,2023-07-27 08:44:43,2023-07-14 18:44:42,12:34:12,15:35:04,Bngs,Name_Udqaw,Seatkvr,Economy,708.19,No Extras,0,Cancelled,Gatexl,D,Claimhva,8.77,0,Locfyh,Typekyw,Pilot_Qzuu,Crew_Tcgh,Yes,Vegan,Not Available,False,False,False,0,No,6
19,6527,2023-06-20 21:48:00,2023-09-10 14:27:15,21:17:23,17:37:41,Bxgl,Name_Fatgk,Seatslf,Economy,622.12,Meal,0,Cancelled,Gatexw,C,Claimpxn,4.41,1,Locadp,Typevww,Pilot_Eyse,Crew_Lbiu,Yes,Vegetarian,Not Available,True,True,False,0,Yes,1
11,2884,2023-12-22 12:30:06,2023-10-12 12:03:28,16:35:54,09:58:00,Bfhi,Name_Vjryj,Seathco,Economy,277.97,Extra Baggage,0,Pending,Gatecw,A,Claimlvq,6.78,0,Locaof,Typeqmd,Pilot_Qfdi,Crew_Nttv,Yes,Vegan,Not Available,False,True,False,0,Yes,6
12,9813,2023-08-14 03:27:34,2023-09-13 12:02:13,19:10:17,06:48:11,Brjy,Name_Sbanl,Seatqzv,Economy,74.82,Meal,0,Cancelled,Gatejk,A,Claimyds,1.18,0,Locjiw,Typeyqk,Pilot_Uyyk,Crew_Ensy,Yes,No Meal,Available,True,False,False,2,No,4
9,6073,2023-03-26 00:58:15,2023-08-04 16:52:57,06:07:57,16:05:04,Bzup,Name_Osvzq,Seatnik,First,449.78,Meal,0,Pending,Gatelc,B,Claimmcv,10.45,2,Locqxn,Typeupt,Pilot_Txcv,Crew_Bzmq,Yes,No Meal,Not Available,False,False,False,2,Yes,4
2,6416,2023-11-20 07:34:51,2023-04-10 16:17:14,18:35:53,19:41:57,Bqag,Name_Riaai,Seatcic,First,828.61,Extra Baggage,0,Confirmed,Gateme,B,Claimjhg,5.35,1,Locxuq,Typebhm,Pilot_Hmhp,Crew_Yhpc,No,Vegan,Available,False,True,True,1,No,2
8,6800,2023-07-13 10:59:00,2023-12-05 08:32:04,20:20:12,09:41:12,Bvzi,Name_Sfsrc,Seatrsd,Economy,546.92,Meal,0,Pending,Gateyk,C,Claimgze,1.2,2,Locyia,Typezrf,Pilot_Mmkx,Crew_Igep,No,Non-Vegetarian,Available,False,False,True,1,No,4
11,7895,2023-12-30 02:37:53,2023-06-21 00:35:05,20:09:07,04:48:48,Blaz,Name_Zdkqc,Seatfil,Business,129.69,Extra Baggage,0,Confirmed,Gatedh,A,Claimrgk,1.79,2,Locgte,Typeent,Pilot_Ioff,Crew_Ngsh,No,Vegetarian,Available,True,True,True,0,No,7
4,7315,2023-11-10 01:35:13,2023-05-28 04:45:44,15:31:01,02:26:10,Bjjj,Name_Wbwdw,Seatbiy,Economy,468.53,No Extras,0,Cancelled,Gatejk,A,Claimhpk,9.87,1,Locljj,Typehxd,Pilot_Acpp,Crew_Mrlp,No,No Meal,Not Available,False,True,True,2,Yes,2
10,5930,2023-03-13 23:02:50,2023-05-01 14:04:01,04:44:14,02:31:46,Bgxo,Name_Kcwzg,Seatjxl,First,624.52,Meal,0,Pending,Gaterm,B,Claimqyu,9.64,0,Loctae,Typeamx,Pilot_Nenv,Crew_Hvse,Yes,No Meal,Available,True,False,False,0,Yes,4
16,3365,2023-06-23 14:09:24,2023-02-12 10:36:40,15:09:25,15:14:48,Bjpp,Name_Sfypw,Seatveb,First,275.28,No Extras,0,Confirmed,Gateeu,D,Claimkrj,2.46,2,Locihb,Typetkg,Pilot_Zgzf,Crew_Vpbc,No,Vegetarian,Not Available,False,True,False,0,No,6
8,1854,2023-06-20 16:49:10,2023-01-23 20:53:44,15:19:13,00:12:54,Btak,Name_Ukahd,Seatulg,Business,129.84,Meal,3288,Pending,Gateap,A,Claimgek,8.89,0,Locfpj,Typeinb,Pilot_Uhao,Crew_Kcgd,Yes,Vegan,Not Available,False,False,False,1,Yes,6
4,3728,2023-05-28 18:34:36,2023-07-25 14:06:01,05:11:08,18:13:12,Bsrc,Name_Rycmf,Seatrbv,First,580.0,No Extras,0,Cancelled,Gatent,A,Claimerb,7.0,2,Locvhc,Typesrs,Pilot_Isak,Crew_Mkto,Yes,Vegetarian,Available,True,False,True,1,Yes,4
10,1915,2023-04-29 20:59:31,2023-08-15 15:59:36,21:44:44,06:24:15,Bofj,Name_Cngrd,Seatfas,Business,133.46,No Extras,0,Confirmed,Gateqz,D,Claimghk,9.34,0,Locoqk,Typenqd,Pilot_Zpte,Crew_Ssya,Yes,Non-Vegetarian,Available,False,False,True,0,Yes,4
12,8173,2023-11-25 17:08:10,2023-06-12 14:21:03,11:24:19,09:04:08,Bcjp,Name_Mkjpy,Seatrpf,First,61.25,No Extras,0,Confirmed,Gateep,A,Claimjka,3.96,0,Lochvg,Typeczy,Pilot_Kmqv,Crew_Ppuy,Yes,Non-Vegetarian,Not Available,True,True,True,2,Yes,7
14,5938,2023-05-22 03:42:39,2023-10-11 21:29:45,14:25:39,14:46:36,Bdav,Name_Kxnhh,Seatqdt,Business,753.41,Extra Baggage,297,Cancelled,Gateua,A,Claimgbh,1.79,2,Locwvc,Typeasj,Pilot_Sfhv,Crew_Abxy,Yes,No Meal,Not Available,False,False,True,0,Yes,4
16,1131,2023-09-04 16:23:25,2023-11-02 10:43:21,08:51:38,00:09:05,Brde,Name_Wfxwa,Seatqxl,First,485.4,Extra Baggage,0,Pending,Gatehk,A,Claimnhm,2.61,0,Lociux,Typedng,Pilot_Uicw,Crew_Mxul,Yes,No Meal,Not Available,True,True,True,1,Yes,5
18,4593,2023-12-17 09:24:24,2023-01-29 15:04:03,13:29:21,14:28:52,Buds,Name_Fxnuf,Seatkgi,Economy,89.46,No Extras,513,Confirmed,Gatebf,B,Claimjbr,11.28,0,Locnxy,Typefvj,Pilot_Flvj,Crew_Xcee,Yes,Non-Vegetarian,Available,True,False,False,2,No,6
12,1293,2023-06-03 12:39:39,2023-07-06 10:03:00,06:37:16,10:27:54,Btsc,Name_Orolk,Seatkpj,Business,617.25,Meal,0,Pending,Gateaq,D,Claimqny,3.56,0,Loczgu,Typexdm,Pilot_Glvw,Crew_Hyjy,No,Vegan,Not Available,False,True,True,2,No,4
18,4685,2023-02-18 15:12:45,2023-06-06 20:03:25,16:47:00,17:04:46,Btmy,Name_Bblvu,Seatosg,First,62.58,Meal,0,Confirmed,Gatepk,D,Claimcrh,11.5,2,Locgaf,Typekgh,Pilot_Eftn,Crew_Hhgh,Yes,No Meal,Available,True,False,True,2,Yes,4
7,9016,2023-02-20 11:32:45,2023-12-17 19:13:11,02:28:31,11:46:13,Byxt,Name_Ffldg,Seatdsk,Economy,360.12,No Extras,0,Confirmed,Gateuc,D,Claimdjr,6.26,0,Locyvz,Typemgk,Pilot_Yryb,Crew_Uahz,Yes,Vegetarian,Available,False,True,True,1,Yes,4
7,8762,2023-06-10 10:47:34,2023-07-09 08:32:15,07:13:55,19:58:51,Bryf,Name_Ligpo,Seatlcd,First,212.68,Extra Baggage,225,Confirmed,Gately,B,Claimkvy,5.93,2,Locnsh,Typeyas,Pilot_Hvxc,Crew_Csmf,No,No Meal,Available,True,True,True,2,Yes,5
9,7846,2023-05-16 04:01:05,2023-03-19 04:53:04,06:56:33,04:01:41,Bxtx,Name_Vcfxn,Seatrow,First,425.66,No Extras,0,Cancelled,Gatezb,A,Claimjnj,11.66,1,Locpyo,Typeqdc,Pilot_Spko,Crew_Uoir,Yes,Vegetarian,Available,False,True,False,1,Yes,2
1,8584,2023-06-22 10:01:52,2023-05-11 06:26:49,13:48:16,00:56:28,Bffv,Name_Hdmet,Seatavv,Economy,63.67,Extra Baggage,0,Cancelled,Gategz,B,Claimldf,3.28,0,Loczgy,Typeryc,Pilot_Ujhi,Crew_Maus,Yes,No Meal,Not Available,False,True,True,2,No,6
6,8310,2023-01-29 11:04:42,2023-05-25 01:24:21,20:08:16,14:32:35,Byqq,Name_Rkeqb,Seatsby,Business,972.99,Meal,0,Pending,Gatewd,A,Claimydm,8.83,2,Locqbg,Typemmn,Pilot_Zzly,Crew_Gluk,No,Non-Vegetarian,Not Available,True,False,False,1,No,4
6,6356,2023-06-30 22:28:01,2023-07-17 14:21:26,20:18:00,14:02:44,Beqz,Name_Wezhf,Seatrpq,Economy,190.72,Extra Baggage,0,Confirmed,Gatecz,A,Claimqlc,2.36,0,Lococd,Typejyu,Pilot_Imqh,Crew_Tusl,No,No Meal,Available,False,False,False,0,No,4
12,1286,2023-11-02 01:39:23,2023-08-19 22:45:05,19:57:18,21:12:37,Bitb,Name_Hbhyx,Seatstw,Economy,960.2,No Extras,3717,Confirmed,Gateei,B,Claimikn,10.56,2,Locnix,Typexbe,Pilot_Eqnf,Crew_Hzbv,Yes,No Meal,Not Available,True,True,True,0,No,7
12,9641,2023-07-05 18:35:43,2023-11-27 09:41:21,06:11:29,18:21:47,Bsih,Name_Ghrvg,Seatjkd,First,530.88,Extra Baggage,4616,Cancelled,Gatezw,D,Claimrfg,1.46,0,Locyip,Typente,Pilot_Zzhw,Crew_Fpjo,No,Non-Vegetarian,Not Available,True,True,True,0,Yes,5
10,7586,2023-01-22 15:00:18,2023-01-05 22:37:40,08:42:26,05:02:04,Bsmx,Name_Oinmc,Seatogn,Business,114.22,Extra Baggage,0,Cancelled,Gateov,B,Claimouv,9.48,0,Locibk,Typeljp,Pilot_Uyug,Crew_Rqer,Yes,Vegan,Available,True,False,False,0,Yes,6
6,6303,2023-02-20 18:43:25,2023-03-11 22:43:20,16:08:36,13:34:37,Bdfd,Name_Fxdur,Seatyny,First,885.86,Extra Baggage,2526,Confirmed,Gateyg,A,Claimhnx,3.75,2,Lockmo,Typeanr,Pilot_Cgle,Crew_Ggbm,Yes,Vegan,Not Available,True,False,True,1,Yes,4
17,4116,2023-04-07 13:36:14,2023-07-03 15:29:08,07:07:24,22:51:07,Bkuj,Name_Kzgox,Seatnly,Economy,443.36,Meal,618,Cancelled,Gateqy,A,Claimtxj,7.57,2,Loctnv,Typeeoa,Pilot_Aqfm,Crew_Zbln,No,Vegetarian,Available,True,True,False,2,Yes,5
19,6874,2023-08-13 22:03:30,2023-03-12 23:41:27,07:51:19,04:47:08,Bpyr,Name_Vyksy,Seattva,First,189.58,No Extras,0,Pending,Gatell,B,Claimopj,10.4,0,Lockvq,Typepol,Pilot_Albe,Crew_Cqcj,No,No Meal,Not Available,True,False,False,0,Yes,6
18,7970,2023-08-11 11:07:21,2023-08-14 03:47:03,13:30:38,05:17:29,Bysu,Name_Iyfyg,Seatesv,First,307.05,Meal,0,Confirmed,Gateem,C,Claimesw,9.1,2,Lochgq,Typeygi,Pilot_Nycl,Crew_Uvqm,Yes,No Meal,Not Available,False,False,True,0,Yes,4
6,9148,2023-04-08 03:58:32,2023-01-08 01:59:32,09:32:21,01:16:32,Bwln,Name_Hxlxs,Seatvfy,First,328.8,Meal,0,Confirmed,Gateew,A,Claimywd,11.54,2,Loctke,Typedju,Pilot_Xdhk,Crew_Qztp,Yes,Vegan,Not Available,False,True,True,1,No,6
19,9444,2023-06-11 21:26:33,2023-12-27 23:37:27,06:38:23,14:39:02,Brta,Name_Vnwtt,Seatmnp,Economy,628.08,No Extras,0,Pending,Gatevw,C,Claimcpr,10.38,0,Locbhu,Typetlv,Pilot_Kzkp,Crew_Emcu,Yes,Vegetarian,Available,False,True,True,0,No,4
10,2235,2023-03-24 06:21:39,2023-11-19 19:22:22,18:21:16,02:58:11,Bmcn,Name_Gbkkh,Seatfaf,Economy,973.29,Extra Baggage,0,Pending,Gateti,B,Claimgug,5.57,0,Locdwl,Typeoct,Pilot_Clnn,Crew_Lhcv,Yes,Vegan,Available,False,False,False,2,No,4
8,1999,2023-07-25 08:52:06,2023-11-09 04:06:31,09:42:59,16:04:46,Bvrx,Name_Fkkye,Seatbec,First,226.72,Extra Baggage,0,Cancelled,Gatejl,A,Claimvzf,5.12,1,Locsnr,Typezzz,Pilot_Ilpg,Crew_Twzo,No,Non-Vegetarian,Available,False,True,False,2,Yes,0
6,4760,2023-03-02 06:24:50,2023-10-04 16:42:38,18:05:09,22:48:55,Bwsa,Name_Zjagd,Seatojr,Business,252.17,Extra Baggage,862,Confirmed,Gatewf,D,Claimqho,9.38,0,Lockgg,Typewvw,Pilot_Gtlf,Crew_Fqmx,Yes,Vegetarian,Available,True,True,True,2,No,5
7,5116,2023-07-11 08:18:17,2023-08-18 14:15:32,17:12:23,10:56:21,Bopj,Name_Mztop,Seatrlf,Business,970.83,Extra Baggage,0,Confirmed,Gateoe,A,Claimntw,4.2,2,Locesf,Typemrv,Pilot_Baei,Crew_Mnfd,No,Non-Vegetarian,Not Available,True,False,True,1,Yes,4
1,5411,2023-05-20 06:26:24,2023-06-03 17:07:16,06:05:27,12:11:00,Btdk,Name_Cuvch,Seataet,Economy,258.83,No Extras,0,Confirmed,Gaterw,C,Claimyza,5.01,1,Locwiq,Typetxn,Pilot_Vxxb,Crew_Ggqg,Yes,No Meal,Not Available,False,False,False,1,No,0
18,6557,2023-09-21 13:32:45,2023-01-25 15:56:35,19:15:56,17:43:11,Bpes,Name_Pbgai,Seatzqj,Economy,268.56,No Extras,0,Pending,Gatees,C,Claimoiv,10.3,2,Locxfu,Typencm,Pilot_Zjla,Crew_Zxqb,Yes,No Meal,Available,False,True,True,2,No,6
12,6352,2023-12-01 22:32:11,2023-09-02 11:30:24,23:22:31,14:02:01,Bkro,Name_Iurvl,Seatizt,Economy,992.01,Meal,1586,Confirmed,Gateyf,C,Claimwge,2.47,2,Loctoe,Typecbb,Pilot_Wyql,Crew_Fmdo,No,Non-Vegetarian,Not Available,True,False,True,2,Yes,6
16,4683,2023-03-17 18:26:32,2023-09-18 08:46:00,07:03:21,02:21:17,Bbxm,Name_Zlekd,Seatnrw,Business,672.06,No Extras,0,Confirmed,Gateoi,D,Claimxke,1.24,0,Locahn,Typejsx,Pilot_Roen,Crew_Qcnb,Yes,Vegan,Not Available,False,False,False,2,Yes,4
10,3261,2023-10-08 04:59:40,2023-12-02 14:05:20,14:24:30,02:14:12,Bwln,Name_Plbeh,Seatoka,Business,342.0,Meal,0,Pending,Gategy,A,Claimmjj,11.48,0,Lockpa,Typefob,Pilot_Rehd,Crew_Rzel,Yes,Non-Vegetarian,Available,False,False,False,0,No,4
10,2853,2023-12-08 13:21:30,2023-07-29 18:29:41,08:48:21,19:03:15,Balm,Name_Prwcf,Seatpkb,Business,280.0,Meal,0,Cancelled,Gategn,A,Claimcfj,3.38,2,Locnsp,Typezeo,Pilot_Cjdt,Crew_Tqgc,No,Vegan,Available,True,False,False,1,Yes,6
14,9791,2023-02-03 05:51:28,2023-08-07 03:45:24,20:20:26,07:59:57,Bycc,Name_Dvkbz,Seatmct,Economy,504.19,No Extras,3963,Pending,Gateqp,D,Claimcof,2.62,1,Lociea,Typetfl,Pilot_Zioc,Crew_Mean,Yes,Vegan,Available,False,False,True,0,No,0
10,7895,2023-03-20 14:59:22,2023-09-01 16:27:22,01:10:26,10:38:26,Bakd,Name_Ummrx,Seatbwx,Business,354.45,Meal,0,Cancelled,Gatewd,D,Claimwsa,7.47,2,Locqwk,Typefwp,Pilot_Zhsd,Crew_Nbcx,No,Vegetarian,Available,False,True,False,2,No,4
10,3990,2023-12-03 03:22:52,2023-01-30 13:03:10,18:25:49,04:16:50,Bzkb,Name_Mlixa,Seatvam,Economy,58.68,No Extras,0,Confirmed,Gatehs,D,Claimftr,10.84,0,Locllt,Typextf,Pilot_Lfwm,Crew_Icre,Yes,No Meal,Not Available,True,False,True,1,Yes,6
11,1862,2023-08-01 01:32:48,2023-05-17 01:34:56,07:30:03,10:22:14,Bslm,Name_Eddnk,Seateuu,First,116.32,Extra Baggage,0,Confirmed,Gatebg,B,Claimfct,5.34,2,Lockbk,Typebvl,Pilot_Xtku,Crew_Dmsa,No,Vegetarian,Available,False,True,True,1,Yes,6
2,5527,2023-08-10 04:15:26,2023-03-13 14:08:06,23:03:23,16:53:00,Bqsd,Name_Wnlpz,Seatlhe,First,562.49,Meal,0,Confirmed,Gatevt,A,Claimypn,8.57,1,Locixp,Typerhz,Pilot_Bell,Crew_Pybh,No,Non-Vegetarian,Available,True,False,False,2,Yes,2
8,2219,2023-12-28 01:56:48,2023-09-18 13:11:50,16:15:27,03:11:35,Bfck,Name_Ojdas,Seatthd,First,299.59,No Extras,0,Pending,Gatesx,A,Claimvnb,7.91,1,Locnjz,Typefvr,Pilot_Cuyq,Crew_Ntfj,No,Non-Vegetarian,Not Available,True,True,False,2,Yes,3
7,4795,2023-09-02 07:32:13,2023-10-17 16:14:47,15:11:58,02:10:57,Bvll,Name_Hjgbw,Seatmvt,First,944.92,Extra Baggage,0,Confirmed,Gatexx,B,Claimgih,5.53,1,Lociez,Typerwz,Pilot_Gkzw,Crew_Ikjj,No,Vegan,Not Available,False,True,False,1,No,0
8,1527,2023-07-17 23:12:20,2023-01-20 08:59:49,18:56:00,12:07:57,Brnk,Name_Bvxsl,Seatqdg,Business,710.49,Extra Baggage,0,Confirmed,Gatewu,B,Claimkuv,1.97,1,Locqdd,Typefft,Pilot_Dtbb,Crew_Xjjx,Yes,Vegan,Not Available,True,True,True,0,Yes,3
